About the game,Genres
"New York City , sometime in the 1 9 5 0 s . A wave of mysterious murders has swept through the city . At each crime scene , only a pile of ash remains . Witnesses claim to have seen a ball of lightning . Could a human being be capable of such a thing ? Who is behind the cryptic killings ? Are they connected with a strange incident which took place during an execution at the Sing Sing penitentiary ? The police are unable to answer any of these questions . . . and so the White Stone Order takes the reins . Fearless journalist Laura is again brought in to investigate murders nobody can explain ! Immerse yourself in an exciting crime story and visit uncharted locations from 1 9 5 0 s New York !","Adventure,Casual"
"You are the glass eye of a very forgetful explorer . Deep inside an ancient ruin , somewhere in a lost world behind the Bermuda Triangle known as the World of Clouds , you were removed and left behind all alone . Now you must uncover the secrets of the maze and find a way out by yourself . EyeRoll is extremely simple and relaxing to play . You are rolling a glass eye through a maze and must uncover secrets and solve puzzles to find your way out . It is recommended you play with a mouse that has a scroll wheel since you can use that to move the follow camera closer to objects of interest in order to study them so they can serve as clues as to how to find a way out of the maze . It is perfectly suitable for a person of any age and is safe and enjoyable for very young children . The movements of the glass eye player character in the game is purely physics driven . It can bounce around , jump , spin and bump into things . It is controlled using the WASD keys and space bar for jumping . The player looks through a single follow camera with a semi top down view on the glass eye and field of view can be adjusted by moving the camera in closer or further away from the eye . So you could set how much your see of the maze yourself and in doing so challenge yourself accordingly . Look carefully at sigils and markings on objects since they hold clues . Avoid patches of sand . That will dry the eye and eventually cause it to crack up and you lose the game . Keep the eye moisturized by rolling it through water puddles . You can exit the game at any time by pressing the escape key on your keyboard and you can pause the game by pressing P on your keyboard . There are no saving or checkpoint functions . The game was built in the Unreal Engine version 4 . 2 4 . 3 and all 3 D modeling and texturing was done in Blender 2 . 8 0 .","Adventure,Casual"
"The Game Beyond the Sky is a dark - themed point and click adventure in which you play Selene , a young woman who gets lost in a dark wood . Only by learning to see beyond the veil of appearances in exploring the world surrounding her and solving complex logical puzzles she will finally be able to defeat her deepest fears and realize her dream of reaching the moon . Features Unique graphic design , thoroughly crafted and designed entirely by hand; Complex logical puzzles that will test your skills; Distinctive means of exploration that develops over the course of the game; Many bizarre characters to interact with; Emotional original soundtrack; An articulate and multifaceted story that will encourage you to reflect on important and deep themes : life and death , fear and trust , prejudice and conflict; A vivid world that blends a surprising mix of references ranging from the classics of Greek and Latin literature to contemporary movies , classical art and pop culture",Adventure
"The sacred mushroom of Phungoria has been stolen , Grandpa Goodmate is going to be executed and things ain ' t looking too good . Now it ' s up to YOU . . . catch the thief , recover the mushroom and save Grandpa . . . all by the end of the week . So hurry Gilbert , time is running out . . . Oh , and do try to keep your hands off the Princess ! Over 4 0 hours of adventurous gameplay Detailed story with more than 1 5 , 0 0 0 lines of dialogue Brought to life with over 6 , 0 0 0 frames of animation Interact with more than 5 0 interesting characters Classic 2 D style with beautiful hand - drawn locations Excellent musical score Chock - full of fun logical puzzles Dialogue read by professional actors","Adventure,Indie"
"EPISODE ONE Fight demonic creatures , hide from sharks , and shoot bad guys . Explore disturbing dream worlds and alternate dimensions while re - living the memories of anti - hero John Lazarus . As a haunted child with an unexpected gift , to a street kid struggling with addiction , solve puzzles and overcome challenges while unraveling the mysteries of John ' s past . Experience an hour of immersive story driven gameplay in this first episode of a multi - part series . FIGHT TO SURVIVE Bash baddies and smash all the things with your trusty crowbar to stay alive while rampaging through self - destructing nightmares and parallel worlds . VR FROM THE START Experience an original adventure built for room scale virtual reality from the ground up . Prepare for scares while taking the long , fantastic road for a plate of nachos . IMMERSIVE LOCOMOTION Traverse through vivid and surreal environments by using either arm swinger or smooth motion locomotion methods . Teleporting is not done at will . Yet . ARCADE MODE After experiencing the main storyline , run and gun through the maps as a timed obstacle course . Time and accuracy based scoring makes it perfect for hot - seat and competitive play . JUST THE BEGINNING This is the first episode of a multi - episodic storyline . Uncover the mystery of John ' s life in an intensifying manner that reduces repetitive gameplay . By introducing new mechanics slowly in each new episode , players will be able to accomplish increasingly more powerful and complex tasks without being overwhelmed by learning too many controls at once . In future episodes , follow John on his quest for vengeance as he discovers more about his supernatural powers . Go through training to master the skills to fight and disarm enemies in close quarters combat . Learn to create portals and travel between alternate dimensions at will . Find the culprits responsible for destroying his family and make them pay . WARNING This game is for mature audiences only . It contains adult language , profanity , graphic violence , scenes of suicide , drug use , partial nudity , alcohol use , and smoking .","Nudity,Violent,Gore,Action,Adventure,Indie"
"SIK - Space Invader Kreature is a multiplayer shooter , a frantic experience of eliminating the hordes of invaders . Rush through the Wayans , unlock paths , create a strategy with your online friends and defeat all the invader creatures using different types of weapons , grenades , and powerups during the match , but be careful , as these creatures increase their speed and stamina as you begin to kill them . Make sure to use your points to upgrade to higher - tier weapons to also defeat the Alux that will show up , the most dangerous known form of these alien invaders .","Action,Adventure,Indie,Strategy,Early Access"
"Camp Palut is an otome - style mystery that can be completed in 2 - 4 hours . Play as Jess , a high school senior attending summer camp for the first time . Luckily there are cuties ready to get to know you ! There ' s Nat , a non - binary eccentric obsessed with Bigfoot Cassie , a photographer with a touch of anxiety Amy , an athletic flirt and Bianca , a mysterious goth Choose between the four unique love interests or play them all to piece together the whole story .","Adventure,Casual,Indie"
"Awakened from his slumber , Beatbuddy journeys through lush hand - painted environments on a quest to save his companions and his own immortality . Beatbuddy interacts with the living breathing environment that pulses to the beat of an original soundtrack , aiding him as he unlocks new paths and solves puzzles . KEY FEATURES Experience an action - adventure game in a whole new way , which incorporates music into every aspect of the beautiful world . Players interact with the environment and a variety of creatures to open paths and solve puzzles throughout their journey . Six beautifully hand painted levels , each broken into five chapters , take the player through the unique locations and vivid color pallets . Featuring an exclusively produced soundtrack with original songs composed specifically for the game by known artists including Austin Wintory , Parov Stelar , Sabrepulse and La Rochelle Band . Play as Beatbuddy , an ethereal creature who travels to unite with his sisters Melody and Harmony and stop the evil Prince Maestro with the aid of Clef who provides comic relief throughout their journey . AWARDS","Action,Adventure,Casual,Indie"
"Prepare to deliver gifts and sh ! t down chimney ' s in Santa ' s Special Delivery ! Santa ' s tracking who is naughty and nice - good boys and girls get gifts , bad boys and girls get coal , and absolutely rotten children get a code brown from Santa ' s downtown . Too EXTREME for Apple , too OFFENSIVE for your children , too HARDCORE for your FACE ! Player ' s take control of Santa ' s sleigh - complete with twelve tiny , exploding reindeer - to help him travel city to city to perform his Christmas Eve deliveries . At the end of each city exists a single house - one with someone just so rotten , that Santa has to pop a squat on their chimney and squeeze out a growler . Why call Santa when you can jump in the sleigh and get to work ? Now that ' s what I ' m talking about !","Violent,Gore,Action,Indie"
"Lightfield HYPER Edition is a hyper - futuristic precision racing game with a one - of - a - kind parkour - inspired gameplay mechanic . Utilize every aspect of your surroundings as you master your anti - gravity spaceship to scale walls , ceilings and more in an attempt to find the perfect racing line . Explore beyond the boundaries of a traditional racing experience and lose yourself in the aesthetics of the striking environments , abstract architecture , and futuristic soundscapes of the hard - hitting electronic soundtrack from Zanshin . The new HYPER Edition features solo play , online multiplayer and a couch split - screen mode . Moreover , it features a host of new content , from new a new campaign to an all - new trick system , a photo mode and stunning enhanced visuals . Key Features EXPLORE , SPIN , SOAR : Utilise your anti - gravity ship to traverse any surface you see as you seek the perfect racing line A RACE LIKE NO OTHER : Combine thoughtful track exploration with skillful tricks and smooth cruising as you cruise through your hyper - futuristic surrounds TAKE IT ALL IN : Let the stunning sci - fi aesthetics wash over you as you drift through abstract architecture in your race to the top DIFFERENT GAME MODES : Choose from three hypnotic game modes : campaign , multiplayer and the photo mode MULTIPLAYER : Compete in online 6 player races or play in local multiplayer splitscreen for up to 4 players SINK INTO THE SOUNDS : Tune in to the dreamlike beats of the soundtrack carefully crafted by Viennese electronic musician Zanshin NEW HYPER EDITION FEATURES : Packed full of new content , from new campaign and competitive local multiplayer modes to an all - new trick system and stunning visuals .","Indie,Racing"
"Trapped in darkness , you must use visualized sound to guide your way through threatening environments . The sounds you create will bounce off obstacles , revealing the shape of the surrounding world . It won ' t be long before your only way of sensing the world attracts a horrifying evil that devours both sound and souls . Survive through 8 0 levels that will make your heart race and leave you with an irrational fear of red lines . A foreboding soundscape , best experienced with headphones , sets the tone for your journey . Explore , solve puzzles , and most importantly - stay alive .","Adventure,Indie"
"Winner of Best Game at the 2 0 2 0 BAFTA Games Awards and named Game of the Year 2 0 1 9 by Giant Bomb , Polygon , Eurogamer , and The Guardian , Outer Wilds is a critically - acclaimed and award - winning open world mystery about a solar system trapped in an endless time loop . Welcome to the Space Program ! You ' re the newest recruit of Outer Wilds Ventures , a fledgling space program searching for answers in a strange , constantly evolving solar system . Mysteries of the Solar System . . . What lurks in the heart of the ominous Dark Bramble ? Who built the alien ruins on the Moon ? Can the endless time loop be stopped ? Answers await you in the most dangerous reaches of space . A World That Changes Over Time The planets of Outer Wilds are packed with hidden locations that change with the passage of time . Visit an underground city before it ' s swallowed by sand , or explore the surface of a planet as it crumbles beneath your feet . Every secret is guarded by hazardous environments and natural catastrophes . Grab Your Intergalactic Hiking Gear ! Strap on your hiking boots , check your oxygen levels , and get ready to venture into space . Use a variety of unique gadgets to probe your surroundings , track down mysterious signals , decipher ancient alien writing , and roast the perfect marshmallow .","Action,Adventure"
"The Dungeon Beneath is a tactical rogue - lite autobattler . Gather your party and descend into the dungeon , battling your way through room after room of nefarious enemies . Collect powerful artifacts and equipment to create an endless variety of strategies . Craft your unique party Select from five heroes and dozens of characters to create an unstoppable party . Refine your party by levelin g up pa r ty m e mbers or swapping th e m at Campfires . Explore an ever - changing dungeon No two ru n s are alike . Dungeon layouts are randomly generated for each journey b eneath . Fight different enemies and find pow e rfu l artifacts hidden deep in the dungeon . Fast - paced tactical battles Prepare for battle by tactically positioning your party on the board , then let your party do the fighting . An endless amount of variety Each party member can be equipped with up to three items , modifying the i r stats a nd abi l ities . Rare artifacts give your entire party unique effects .","Indie,Strategy"
"As if awakening from a deep sleep , you find yourself in a strange , contradictory world of ancient ruins and advanced technology . Tasked by your creator with solving a series of increasingly complex puzzles , you must decide whether to have faith or to ask the difficult questions : Who are you ? What is your purpose ? And what are you going to do about it ? Features : Overcome more than 1 2 0 immersive puzzles in a stunning world . Divert drones , manipulate laser beams and even replicate time to prove your worth - or to find a way out . Explore a story about humanity , technology and civilization . Uncover clues , devise theories , and make up your own mind . Choose your own path through the game ' s non - linear world , solving puzzles your way . But remember : choices have consequences and somebody ' s always watching you .","Action,Adventure,Indie"
"WHAT IS BLOODY GLIMPSE ? BLOODY GLIMPSE is a chaotic first person shooter that confronts heavily armed players with the most horrifying night creatures - Gargoyles . THE SETTING The world of Bloody Glimpse is set during war times , in Africa , with wide range of weapons available at your disposal . THE PLOT The story starts somewhere in the middle of the desert , when during the night recon , your whole team just disappears one by one . As the only survivor , as soon as the sun goes up , you set on a mission to find your missing buddies . FEATURES Variety of creatures to shoot and dice , ranging from small , thorough medium up to tough as hell Gargoyles and derivatives . Multiple bosses to defeat with huge arsenal of weapons . Bloody Glimpse will take you on a immersive journey through bloody and dark world , the one that you always dreamed of .","Action,Indie,Simulation"
"Best Day Ever is a narrative game in which you will play 4 characters . Your goal ? Manage their daily life and help them overcome their difficulties to create their best day ever . EXPERIENCE 4 RICH STORIES In Waters City , the picture is not all bright . Emma , Jordan , Paul and Jenny won ' t say otherwise : they face many injustices on a daily basis and need your help to face these trials . Get to know them and achieve their goals by making good decisions with them . YOUR CHOICES HAVE A REAL IMPACT Each story has multiple endings . It is YOUR decisions that will change the events experienced by the characters and trace their path to their best day ever . And what if these seemingly independent stories were finally linked together ? ENDEARING CHARACTERS Emma Nadger : Manager in the food company KraKer , Emma provides quality work and doesn ' t count her hours . However , she regularly receives sexist remarks from some of her peers and can no longer stand it . Jordan Neal : Jordan is a key player in the Waters University basketball team . The team has qualified for the big university tournament , a once - in - a - lifetime opportunity for the team members . His partner feels this is the perfect opportunity for Jordan to finally introduce him to his teammates . Jenny : As a student at the prestigious Waters University , Jenny has always had good grades . However , a few weeks before her midterms , she can no longer focus on her studies and is anxious about getting to class . Paul Hitik : Paul is one of the 5 candidates in the Waters mayoral election . He is aware that his city is the place of many injustices and intends to defend his candidacy to change things on a large scale . KEEP IN TOUCH WITH THEIR RELATIVES With dozens of side characters , Best Day Ever deepens many relationships of friendship , love and rivalry . To stay in touch with Emma , Jordan , Jenny and Paul ' s friends , the phone is your best ally . You can send and receive calls , messages or keep an eye on important appointments .",Indie
"Ronin is stylish a turn - based action platformer following the exploits of a vengeful heroine determined to strike down five prominent figures of a powerful corporation . Move with precision by meticulously planning out each silent step , soaring leap , and devastating swing of your blade from the shadows as you seek your revenge . Turn - Based Action : Carefully plot your movements to setup the perfect strike before retreating back into the shadows or boldly confronting your opposition head - on with your katana . Decisive Strikes : Dispatch all that oppose you with your lethal blade and razor wire or avoid their attacks with a holographic replicator and grappling hook to find a more advantageous position . Path to Vengeance : Battle through over fifteen complex missions as you stalk and cut down five closely guarded figures within a secretive conglomerate .","Action,Indie"
"A casual racing game full of fun that can be played solo , against the computer , or online against another player . Island Racer features the unique ability to generate new original landscapes and tracks , offering infinite track combinations for a new experience with every race . Select from different cars and colors to race in head - to - head competition . Choose an On - or Off - Road track and enjoy ! Crashing into the opponent is allowed to gain an edge . You will find Island Racer easy to play and full of exhilarating moments .","Action,Casual,Indie,Racing,Simulation,Sports"
"A horror game inspired by Amnesia : The Dark Descent . One day Riario got a letter from his grandfather . He told him to seek out his journal and publish it to the world , as he has seen great things and believes that it will change the world . The poor man is puzzled when he sees the village his grandfather used to live in . Finding his diary he slowly realises that his grandfather was a part of a satanist cult . Confused as to why his grandfather believes that this diary will change the world , as it only describes dark rituals and his life as a cultist . Sacrificed spirits lie in this village , but they are now only memories , memories that haunt him . Ephy","Adventure,Indie"
"Building Block Heroes : Rush Edition is a faster - paced stand - alone expansion for Building Block Heroes , made for those who enjoyed the core mechanics of the original but did not want to commit to a longer gameplay experience . Building Block Heroes is a puzzle block platformer in which you use coloured blocks to build pathways around each level to free the Jollyfolk from their cages . Simultaneously control both building blocks and heroes , with a friend or by yourself , in this colourful romp through a cartoony and exotic hand - painted world . Explore different lands and make use of special powers as you construct the means to save the Jollyfolk ! A True Puzzle Platformer Game Use falling blocks to build your own platforms and pathways around over 1 0 0 levels ! Build your own stairways and bridges to navigate around obstacles and pits ! Each area in the game introduces a new challenge - from moving platforms to irresistible ocean currents that sweep you away , no two areas are alike ! Compete for higher scores and beat your own personal records ! Characters Four unique characters , each with their own unique abilities ! Destroy blocks to build up your power meter . Dash across gaps as Heatwave , conjure blocks of ice as Ice Queen , soar through the air as Airhead , or smash through blocks as Dirtbag !","Action,Casual,Indie"
"' It is said that our worst fears come from within . But . . . What if there were a greater fear than we are capable of conceiving ? What if that terror were much closer than we think ? Suffering is the only way . Fear is a necessary evil . ' What kind of curse does the Beresford mansion keep inside ? For 2 0 0 years its inhabitants have suffered the consequences of an unknown shadow , a dark being who walks among us , and whose existence extends beyond what we imagine . Now James and Chloe will face the ultimate test of their lives . They will know the true horror . The suffering of a father . The despair of a daughter . The clock is ticking and the survival game can no longer be stopped . GAMEPLAY Fear the Dark Unknown transports you to the great survival horror classics of the 9 0 ' s . Choosing between two protagonists , with a fixed camera system that enhances the feeling of being immense in a true horror movie . Face a multitude of challenges , certain deaths and enemies of various kinds that will force you not to waste a bullet . Face them , hide or even flee from them . All mixed with a wealth of puzzles , integrated into the story , which will allow you to learn more details of the Beresford mansion and the Dark Unknown . KEY FEATURES Enjoy more than 3 0 hours playing two totally different adventures with James Sullivan and his daughter Chloe . Four difficulty levels for combat , from those who want a ride to those who enjoy suffering with each combat . Choose between your four weapons and don ' t waste a bullet . Survival is your main goal , and it ' s not easy . Thoroughly examine every room . You never know where you are going to find that object that will give you the key to continue your adventure . Discover the Beresford mansion and its inhabitants throughout its 2 0 0 years of life . You can visit it at different times , and remember that to find out all its secrets is to know yourself .","Action,Adventure,Indie"
"The Ultimate Ecosystem Sim Game From the back - catalog of Pocketwatch Games , 2 0 0 5 ' s Wildlife Tycoon : Venture Africa was the game that started this indie ' s journey . Expect the unexpected out of this unique Tycoon game - - There are no people to please , there is no money to horde , there are only animals . Packs of hungry lions , families of chattering baboons , and epic herds of wildebeests fill the ecosystems that players create and control . Features ' Be the Animal ' lets you take control over any creature Earn jewels for building balanced ecosystems - - and use those jewels to bring rain to the desert Compete for trophies and hidden content in the Sandbox or follow the journey of Dr . Willoughby and Miss Carrilou in Story Mode","Casual,Indie,Simulation,Strategy"
"Ready for a great adventure ? The Petoons need your help to face the evil Kitra ! Kitra wants to conquer the island of Kimera and steal the Petoons magic to control their world . Petoons Party is a party game full of fun mini - games to enjoy with family and friends . Play alone or with friends , up to a maximum of 4 simultaneous players . The game is intuitive and easy to handle . The control system is very user friendly and adapted for all ages . It combines high quality graphics and fun animations , in a shared gaming experience , to unite the whole family to play together . Discover 7 funny characters , the Petoons , a group of friendly explorers : Yun , Lia , Momo , Deli , Fibo , Laka and Oklo . PETOONS PARTY INCLUDES : 3 Game modes 4 Boards 4 Cups 2 8 Mini - games Join the Petoons and save their world of magical islands !","Action,Adventure,Casual"
"An ancient power lies hidden , deep within Coldfire Keep , threatening the peaceful town of Newsettle . Now four friends must take it upon themselves to become heroes , and venture into the depths on a quest to secure their town ' s future . Coldfire Keep is a traditional , old - school dungeon crawler , lovingly hand - crafted for fans of the genre . Featuring grid - based movement , and active turn - based combat , Coldfire Keep draws inspiration from classic late 8 0 ' s and early 9 0 ' s dungeon crawling adventures . Gorgeous 3 D environments . A massive dungeon to explore . Monsters , loot , puzzles , and hidden secrets ! Multiple control methods .",RPG
"The year is 2 0 XX , the earth has been ravaged by nuclear wars and our only hope is the research shuttle Nostrami . Unfortunately the ship has been incommunicado for 4 8 hours now . That ' s were you come in ! You are Master Chef , a bad ass space marine and it ' s your job to explore the dark corridors of the Nostrami to find out what events occurred . Bring on the gore ! Take out the evil that awaits you with a selection of epic weapons including the iconic pump action shotgun 1 8 fully interactive environments : Raise hell in fully destructible physics based levels Easy to play , difficult to master : Use unique abilities including hiding in lockers , running and air boosting to reach new areas . Original dark ambient soundtrack : The perfect accompaniment to ripping and tearing through your enemies Loads to unlock : Unlock 1 1 characters with unique perks , find secrets on each level , golden eggs and collect data disks","Action,Adventure,Indie"
"The Gardens Between is a single - player adventure - puzzle game about time , memory and friendship . Best friends Arina and Frendt fall into a series of vibrant , dreamlike island gardens peppered with everyday objects from their childhood . Together they embark on an emotional journey that examines the significance of their friendship . Manipulate time to solve puzzles and reach the apex of each isle . Follow the duo as they unpack and explore their precious moments spent together , lighting up constellations and illuminating threads of a bittersweet narrative . Features Vibrant , storybook - inspired art style Dreamy tale of adventure , friendship and growing - up Gorgeous single player experience with a meaningful personal story Bespoke ingenious puzzles require the manipulation of time to solve Accessible design; simple controls , and no text , speech , time pressure or complex UI Relaxing , ambient soundtrack by feature - artist Tim Shiel Play in full detail on your gorgeous 4 k screen Reception ' Magical moments . ' - GameSpot ' Incredibly clever . ' - Nintendo Life ' Every element works in unison . ' - Shindig . nz ' A magical journey . ' - Polygon ' You really need to play it . ' - Engadget Awards and Festivals ' Excellence In Art ' Winner IMGA 2 0 2 0 ' Apple Design Award ' Winner 2 0 1 9 ' Best Puzzles ' Winner Webby Awards 2 0 1 9 Apple ' Mac Game of the Year ' Winner 2 0 1 8 ' Game of the Year ' Winner at the Australia Game Developer Awards 2 0 1 8 ' Most Innovative Game ' Winner by Game Two 2 0 1 8 ' Best Technology ' Winner at Sense Of Wonder Night 2 0 1 8 ' Best of MIX ' Winner at MIX Seattle 2 0 1 8 ' Game Design Excellence ' Winner BIC Fest 2 0 1 7 . . . and many more .","Adventure,Indie"
"Horse Riding Deluxe is a horse adventure game where you can buy the horses you always wanted or find and tame in the wild . Take good care of your new treasures and take care of your well - being , because the various races in the world of Horse Riding Deluxe demand the horses and you everything . Buy different horses or find them in the wild to tame them . Buy stables to accommodate your new horses . Feeding , cleaning and caressing your horses , or having a stable boy help you . In the open game world there are no invisible borders that could disturb your ride . Train your horses in three areas multiple times to improve their acceleration , agility and speed . 2 2 races are waiting for you and your horses , either in the open air or in riding arenas . If you want , you can even go swimming with your horse . Just explore the environment or help the inhabitants with their tasks , it will certainly be worthwhile . Let yourself be helped by exploring the world of different pets . No loading time unless you reload the game . If you have always dreamed of having your own riding stable and almost infinite freedom with your horses , take the opportunity and start your personal horse adventure right now .","Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Sports"
"Summoners have toppled empires and challenged gods . They are venerated as saviours and feared as destroyers . With rings crafted by the ancient Khosani , the gifted can call forth demons , dragons , and elementals , but only the strongest can control the forces they unleash . The Story : Born with the mark of the Summoner , Joseph possesses a power greater than emperors and gods . As a child , he summoned a demon to save his village , and watched in horror as those he loved were destroyed . Nine years later , the armies of Orenia invade , and Joseph must confront the prophecy he was born to fulfill . Key Features : Traverse a beautiful , completely original world spanning two continents . Up to 1 6 different creatures to summon and control in combat , such as minotaurs , golems , dragons , and original fantastical creatures . Cast spectacular spells . Wield an arsenal of weapons . Clad yourself in the armour of a warrior .","Action,RPG"
"NightmareZ is a side - scrolling platform action game with multiple enemies , lots of fancy features and retro visuals . This is a retro styled platform and action game which will immerse you in a unique world full of good and evil demons and there are also different scenarios to pass through including Mountain cave , The Land of Flora , The Land of the Hell , The Core of the Hell , The land of Snow , The Dark City and The Cave of The Hell with deadly traps , formidable enemies , power ups , and secrets . Warning : This game is hard and challenging ! If you are into this genre and love challenges , you can try out this game . STORY Who could ever think the Doom ' s day to arrive so early ? The world has been completely consumed by the Darkness . The zombies and evil spirits manifested to rule over the world . The fate is displaying the NIGHTMARE of being consumed by the darkness spontaneously . In this catastrophic situation , a speck of light of HOPE appears . The person who has been lured to the battle field by the king of the darkness , is not a human being but a demon with unusual demonic power . He wants to fight against the evil forces . He had lost his family 5 years ago due to the sudden attack of evil spirits . He is now guided by a saint who provides him instructions from time to time . He is the son of the greatest warrior , Zaxina . He is Razor . There is a deep mystery behind the demonic powers of Razor , which his brother knows . Razor had never seen his brother from birth and hopes to meet him someday . His current aim is to seize and annihilate the evil demonic forces ! At last , he would be able to rescue his brother but will he be able to rescue his father ? Why can ' t he use his true demonic energy against the evil demons ? Will his brother disclose the secret behind his true demonic power ? KEY FEATURES Completely story Driven ! 1 3 Scenarios to Play ! Challenging Situations and Hard to Master ! Find out keys to unlock and open special locked doors ! Wide range of equipment including Ammo , Health , and Energy Boxes ! Perform two powerful techniques like ' The Multiple Shooting Skill ' and ' The Thunder Skill ' along with single firing mode to destroy weak and formidable Enemies or Bosses ! 4 unique and powerful bosses ! Avoid Saws , Giant and Medium - Sized Blades . Otherwise , die for about a MILLION TIMES ! Are you ready to start a journey in the world of darkness or perhaps ready to die for about million times ? Let ' s begin !","Action,Indie"
"In Among Ripples you are presented to a soothing and meditative experience where you can experiment at your leisure . As the caretaker of a small pond you decide which creatures should be introduced into the ecosystem , and what species will thrive . Study the creatures you introduce and learn more about them in order to shape a pond that you find sustainable . This game is a short but sweet experience where you get the opportunity to relax and think about the balance in nature . Features : Sandbox style gameplay where you are free to choose your own goals Spawn fish , regulate the water ' s oxygen level and take care of contamination to find perfect balance Organic art style drawing inspiration from shadow puppet animations and watercolor paintings Serene soundtrack with ambience changing with the seasons Relaxed experience where you can take your time and see how things progress at your own pace Among Ripples is a free product with no strings attached . It ' s a little experimental title we want to share freely with you all .","Casual,Free to Play,Indie,Simulation"
"' In 1 9 5 6 , Allison died in the psychiatric hospital of Santa Benedetta Martire . The diary she wrote contained the horrible truth about how she killed her parents . Gulielmo Carter , a dauntless reporter , suddenly disappeared after he found the diary . ' Where are Allison ' s parents ' corpses kept ? What happened to Guglielmo that night ? Two years later from ' The Hospital ' facts , ' The Cathedral ' is the second chapter of the Allison ' s Diary horror saga , and you are interested in visiting the place where Rachel and Alfredo should have been buried . Visit the sacred cathedral of Sant ' Andrea , searching for the truth , with only the help of your torch and a map . Jump scares , cinematic effects , and stunning graphics are only few on the things waiting for you , which will literally make you forget about the real world surrounding you . Prepare for an amazing journey into the darkness ! Funerals are not the end : they are just the beginning . KR Games As a small independent team , we started in 2 0 1 6 making games for Android , growing fast and working hard to achieve the best possible video gaming experience , combining our passion and the latest available technologies , winking to the future of digital entertainment .","Adventure,Indie,Simulation"
"1 0 Minute Barbarian is a unique strategy game that combines fast - paced exploration and even faster - paced action combat . Choose your battles carefully , then watch as armies of hundreds crash castle walls , cast spells , and send fireballs into each other ' s ranks . Features : High - speed strategy gameplay for the busy gamer Giant battles with hundreds of soldiers supported by special units like dragons , demons , and necromancers Controls easy enough for casual players No micropayments - - - pay once , get everything 1 0 Minute Barbarian is available for Windows and Mac OS X .","Casual,Indie,Strategy"
"Gunpoint is a stealth puzzle game that lets you rewire its levels to trick people . You play a freelance spy who takes jobs from his clients to break into high security buildings and steal sensitive data . To get past security , you ' ll need to make creative use of your main gadget : the Crosslink . It lets you see how all the security devices in a level are wired up , and then you can just click and drag with the mouse to wire them differently . So you can connect a lightswitch to a trapdoor , then flick it when a guard walks across to make him fall through . Key Features Rewire levels to work however you want Trick guards into trapping themselves or shooting each other Throw yourself - and others - through plate glass windows Investigate a noir - inspired story of murder and espionage over 2 0 missions Choose what to tell your clients , including lying to trick them Choose your own playstyle : quick , quiet , non - violent , no living witnesses , or any combination Discover new solutions to levels that no - one else has thought of Buy specialist gadgets to suit how you want to play All story stuff is skippable Hardest puzzles are optional No bosses - everyone dies in one shot , including you","Action,Indie,Strategy"
"Attention all passengers ! We are thrilled to announce the highly anticipated arrival of ' Station to Station ' on your PCs ! FEATURES A relaxing and peaceful experience Beautiful , colorful voxel art Optional strategic gameplay to earn high scores CONNECT THE WORLD In Station to Station , your world starts small with a handful of rural structures . Place stations and create connections to foster growth and expansion . As you build more connections , your area will grow , transforming into a vibrant , lush environment full of life and color ! To keep you on your toes , the game also features engaging puzzle elements , challenging you to optimize routes and solve logistical conundrums . ADMIRE VOXEL - ART VIEWS Hop on board and steam through colorful biomes . Breathe life into the dry desert sands , and transform the untamed mountain terrain . Build and watch your tranquil world come to life with an ever - widening tapestry of flora and fauna ! THRIVE For those eager to put their management and planning skills to the test , each level offers optional challenges , stack bonuses , and unique mechanics tied to every biome ! Whether you seek relaxation or mental stimulation , ' Station to Station ' has something for everyone ! GET ON BOARD AND RELAX Follow us , join the community , and choo - choo with the devs . Check the external links to join our Twitter and Discord ! Station to Station is inspired by titles , such as Mini Metro , Train Valley , Dorfromantik , Terra Nil and Islanders .","Casual,Indie,Simulation,Strategy"
"SUBWAY MIDNIGHT A haunted - house style spookycute game set on a ghost - infested train , from the mind of Bubby Darkstar . FEATURES A unique , constantly - changing visual style 1 0 0 - ish train cars to explore A variety of bizarre puzzles 3 different endings across multiple playthroughs Way Too Many Ghosts Best enjoyed in a dark room . PHOTOSENSITIVITY WARNING This game contains sequences of flashing lights that could trigger symptoms in some photosensitive players . Consult a doctor before playing if you have a history of seizures .","Adventure,Indie"
"Each move spend energy ! Plan your movements and reach the recharges points to don ' t be without energy ! Destroy alien enemies on the way ! Watch your steps , avoid electric fields ! Use alien teleports to proceed ! Some floors are slippery , plan accordingly ! Features : Grid movement . Minimalist graphics . Explore 6 3 handcrafted levels to find the lost astronauts . Find hidden astronauts and hidden achievements . Different Endings . Enjoy futuristic sci - fi music .","Casual,Indie,Strategy"
